"10475052","970280","50","5001_8"
"10967603","958233","1201","prijs in 5001_5(0)"
"10967603","958233","50","5001_5"
"10405019","973392","1126","prijs in 5001_7(1275)"
"10405019","973392","200","5001_7"
"10434543","925049","2400","prijs in 5001_6(1201)"
"10434543","925049","50","5001_6"
"10081121","986506","1201","prijs in 5001_5(0)"
"10081121","986506","50","5001_5"
"10400261","986977","1201","prijs in 5001_5(0)"
"10400261","986977","50","5001_5"
"10920989","927160","2400","prijs in 5001_6(1201)"
"10920989","927160","150","5001_6"
"10475011","959498","3600","prijs in 5001_8(1)"
"10475011","959498","75","5001_8"
"10050897","977739","1201","prijs in 5001_7(0)"
"10050897","977739","100","5001_7"
"10405738","979026","1200","prijs in 5001_7(1201)"
"10405738","979026","50","5001_7"
"10408586","984888","50","5001_4"
"11086121","990956","50","5001_4"
"10428561","957522","2400","prijs in 5001_8(1201)"
"10428561","957522","50","5001_8"
"10936463","935755","1200","prijs in 5001_5(1201)"
"10936463","935755","200","5001_5"
"10944395","956766","1201","prijs in 5001_7(0)"
"10944395","956766","50","5001_7"
"10075971","950357","1076","prijs in 5001_7(1325)"
"10075971","950357","50","5001_7"
"10067714","951862","1200","prijs in 5001_7(1201)"
"10067714","951862","50","5001_7"
"11005375","976721","150","5001_5"
"10708410","972030","1201","prijs in 5001_5(0)"
"10708410","972030","50","5001_5"
"10812388","971188","1201","prijs in 5001_6(0)"
"10812388","971188","50","5001_6"
"10440271","975810","1201","prijs in 5001_8(0)"
"10440271","975810","200","5001_5"
"10440271","975810","200","5001_8"
"10072314","968789","1200","prijs in 5001_5(1201)"
"10072314","968789","50","5001_5"
"10432106","982594","150","5001_4"
"10475052","943605","1201","prijs in 5001_6(0)"
"10475052","943605","50","5001_6"
"10403200","931181","2400","prijs in 5001_8(1201)"
"10403200","931181","50","5001_8"
"10436905","960412","1200","prijs in 5001_5(1201)"
"10436905","960412","100","5001_5"
"10460532","956782","1200","prijs in 5001_7(1201)"
"10460532","956782","50","5001_7"
"10401453","975269","1201","prijs in 5001_7(0)"
"10401453","975269","50","5001_7"
"10050897","977745","2400","prijs in 5001_6(1201)"
"10050897","977745","100","5001_6"
"10613165","964194","1200","prijs in 5001_5(1201)"
"10613165","964194","50","5001_5"
"10061355","990866","1201","prijs in 5001_6(0)"
"10061355","990866","50","5001_6"
"10052992","969674","1826","prijs in 5001_6(1775)"
"10052992","969674","200","5001_6"
"10050897","977748","1201","prijs in 5001_7(0)"
"10050897","977748","75","5001_7"
"10432214","952629","1626","prijs in 5001_8(1975)"
"10432214","952629","50","5001_8"
"10050897","956703","1201","prijs in 5001_6(0)"
"10050897","956703","75","5001_6"
"10436927","987539","100","5001_4"
"10061355","968953","1201","prijs in 5001_7(0)"
"10061355","968953","50","5001_7"
"10400261","963982","1200","prijs in 5001_5(1201)"
"10400261","963982","50","5001_5"
"10066061","984190","1201","prijs in 5001_7(0)"
"10066061","984190","50","5001_7"
"10402829","971042","1201","prijs in 5001_6(0)"
"10402829","971042","50","5001_6"
"10428594","959995","2400","prijs in 5001_8(1201)"
"10428594","959995","50","5001_8"
"10475052","953878","1200","prijs in 5001_5(1201)"
"10475052","953878","150","5001_5"
"11050579","990529","50","5041_4"
"10098399","930105","100","5041_12"
"10950174","940165","50","5041_13"
"10437959","976555","50","5041_13"
"10035449","970350","50","5041_13"
"10436227","939604","50","5041_14"
"10965907","964259","75","5041_4"
"10773456","955806","50","5041_13"
"10915888","947606","50","5041_12"
"10405524","965086","1","prijs in 5041_14(1200)"
"10405524","965086","100","5041_14"
"11007877","984836","50","5041_11"
"10475078","969769","851","prijs in 5041_14(350)"
"10475078","969769","50","5041_14"
"10095527","991392","50","5041_11"
"11026091","976767","50","5041_6"
"10475052","985431","1201","prijs in 5041_12(0)"
"10475052","985431","50","5041_12"
"10082303","991480","50","5041_11"
"10982053","980666","200","5041_3"
"10956548","982543","150","5041_4"
"10998419","952272","75","5041_5"
"10088303","971211","1201","prijs in 5041_14(0)"
"10088303","971211","50","5041_13"
"10088303","971211","50","5041_14"
"11025019","972271","50","5041_6"
"10939926","968171","50","5041_8"
"10918600","988784","1201","prijs in 5041_14(0)"
"10918600","988784","200","5041_13"
"10918600","988784","150","5041_14"
"11029366","933391","50","5041_5"
"10094763","955278","100","5041_12"
"10439568","982324","1201","prijs in 5041_14(0)"
"10439568","982324","50","5041_14"
"11031934","970986","50","5041_8"
"11031934","970986","150","5041_11"
"10925433","975621","50","5041_12"
"10945171","969784","1201","prijs in 5041_14(0)"
"10945171","969784","50","5041_13"
"10945171","969784","50","5041_14"
"10437495","954945","50","5041_12"
"10440300","970895","75","5041_11"
"11008300","929406","50","5041_13"
"10997582","934681","50","5041_14"
"10956136","966467","50","5041_11"
"10706472","932970","200","5041_8"
"10965907","943867","200","5041_4"
"10922612","925362","1200","prijs in 5041_12(1)"
"10922612","925362","50","5041_12"
"10432945","989288","1201","prijs in 5041_12(0)"
"10432945","989288","50","5041_12"
"11012085","974043","100","5041_13"
"10429188","978972","1001","prijs in 5041_12(200)"
"10429188","978972","50","5041_12"
"10094763","979949","75","5041_12"
"11007060","977475","150","5041_3"
"10998418","970035","100","5041_5"
"11022741","943898","50","5041_13"
"10980810","953786","100","5041_7"
"11012601","975070","100","5041_8"
"10475066","963881","75","5041_12"
"10054167","939808","1151","prijs in 5041_14(50)"
"10054167","939808","50","5041_14"
"11053074","981712","150","5041_12"
"11006824","959985","50","5041_4"
"11022681","979106","50","5041_13"
"10098399","921763","50","5041_12"
"11019227","967768","1201","prijs in 5041_14(0)"
"11019227","967768","50","5041_14"
"10214804","982291","50","5041_13"
"10942300","927416","1201","prijs in 5041_12(0)"
"10942300","927416","50","5041_12"
"11011001","988342","75","5041_8"
"10064777","968491","50","5041_11"
"10998419","917569","50","5041_8"
"10969020","954868","50","5041_4"
"10976025","971860","150","5041_7"
"10997093","907994","200","5041_11"
"10428594","978354","1151","prijs in 5041_12(50)"
"10428594","978354","200","5041_12"
"11007059","985235","200","5041_14"
"10401633","940216","50","5041_14"
"10998419","955769","100","5041_3"
"11020233","968245","50","5041_13"
"10975900","952150","50","5041_5"
"10935574","984666","50","5041_13"
"10970203","984414","50","5041_13"
"10029188","947094","1201","prijs in 5041_14(0)"
"10029188","947094","50","5041_14"
"10792302","974130","1201","prijs in 5041_14(0)"
"10792302","974130","50","5041_14"
"10013114","973316","50","5041_14"
"11000590","989220","50","5041_5"
"11000590","989220","75","5041_6"
"10967064","978262","1201","prijs in 5041_12(0)"
"10967064","978262","50","5041_12"
"10980379","979272","50","5041_4"
"11011001","955588","200","5041_12"
"11011001","955588","50","5041_14"
"10975900","934698","50","5041_5"
"11003665","990414","50","5041_13"
"11007153","977534","150","5041_8"
"10208511","991242","50","5041_3"
"11007877","946550","50","5041_12"
"10434543","907441","150","5041_12"
"10432439","981524","50","5041_12"
"10980379","978457","100","5041_4"
"10958921","966090","200","5041_5"
"11010950","912192","150","5041_6"
"10065785","985809","50","5041_8"
"11061521","952900","50","5041_5"
"10029188","966268","1201","prijs in 5041_14(0)"
"10029188","966268","50","5041_14"
"10082758","972256","1201","prijs in 5041_12(0)"
"10082758","972256","50","5041_12"
"10080973","932429","1201","prijs in 5041_12(0)"
"10080973","932429","50","5041_12"
"10406126","983855","50","5041_11"
"11010950","943008","100","5041_6"
"11010950","943008","200","5041_7"
"11008016","978556","75","5041_13"
"11043899","939310","75","5041_3"
"10988662","959127","50","5041_8"
"10218029","981830","751","prijs in 5041_14(450)"
"10218029","981830","150","5041_13"
"10218029","981830","75","5041_14"
"11026881","983836","50","5041_4"
"10964285","971318","100","5041_11"
"10965907","933953","150","5041_5"
"10965907","933953","200","5041_6"
"11003450","944792","1","manueel"
"10079964","958608","1","manueel"
"10922997","935153","1","manueel"
"11050952","927750","1","manueel"
"10400940","951406","1201","prijs in 5002_3(0)"
"10400940","951406","200","5002_3"
"10405721","985323","2400","prijs in 5002_4(1201)"
"10405721","985323","50","5002_4"
"10475052","981680","50","5002_3"
"11050192","969474","200","5002_7"
"10460647","980964","100","5002_14"
"10950174","940165","75","5002_1"
"10054930","939775","2400","prijs in 5002_4(1201)"
"10054930","939775","150","5002_4"
"10942300","927416","100","5002_3"
"10428561","975436","2400","prijs in 5002_4(1201)"
"10428561","975436","100","5002_4"
"10948069","981796","50","5002_1"
"10077925","982446","1200","prijs in 5002_2(1201)"
"10077925","982446","50","5002_2"
"10050897","985848","1201","prijs in 5002_3(0)"
"10050897","985848","50","5002_3"
"10986017","937977","1200","prijs in 5002_2(1201)"
"10986017","937977","75","5002_2"
"10405615","957521","75","5002_3"
"10943541","972778","1201","prijs in 5002_2(0)"
"10943541","972778","50","5002_2"
"10984110","977527","150","5002_14"
"10974778","990237","150","5002_7"
"10997582","964767","50","5002_8"
"10944212","958175","50","5002_1"
"10435972","962856","1201","prijs in 5002_2(0)"
"10435972","962856","50","5002_2"
"10065785","964588","601","prijs in 5002_3(600)"
"10065785","964588","50","5002_3"
"10050897","939090","1201","prijs in 5002_2(0)"
"10050897","939090","200","5002_2"
"10405738","947554","1201","prijs in 5002_3(0)"
"10405738","947554","50","5002_3"
"11030220","988278","75","5002_8"
"10929261","980437","50","5002_8"
"10050897","987188","75","5002_13"
"10067047","917919","150","5002_1"
"10215335","942038","50","5002_2"
"10436623","911149","50","5002_3"
"11007060","930414","50","5002_8"
"10078081","940198","50","5002_1"
"10956548","982543","50","5002_8"
"10967064","978262","50","5002_3"
"10063664","968952","1201","prijs in 5002_2(0)"
"10063664","968952","50","5002_2"
"10400856","964393","50","5002_1"
"10409727","984855","150","5002_13"
"10409727","984856","100","5002_13"
"10918600","988784","150","5002_3"
"10016576","991286","1201","prijs in 5002_3(0)"
"10016576","991286","50","5002_3"
"10405839","991067","200","5002_1"
"11024090","948949","75","5002_7"
"10967064","947229","2400","prijs in 5002_4(1201)"
"10967064","947229","75","5002_4"
"10050897","977739","1100","prijs in 5002_2(1301)"
"10050897","977739","100","5002_2"
"11003663","990693","50","5002_1"
"11031934","970986","50","5002_1"
"10965907","980744","100","5002_8"
"10079964","963986","1200","prijs in 5002_2(1201)"
"10079964","963986","50","5002_2"
"10440300","970895","50","5002_1"
"10997582","934681","50","5002_3"
"10432439","958048","1200","prijs in 5002_2(1201)"
"10432439","958048","50","5002_2"
"11001514","978408","1201","prijs in 5002_3(0)"
"11001514","978408","50","5002_3"
"10075971","950357","150","5002_2"
"10965907","943867","150","5002_8"
"10405738","979749","50","5002_3"
"10400261","991238","50","5002_13"
"11035879","957924","200","5002_9"
"10958921","966090","200","5002_8"
"10812388","971188","2350","prijs in 5002_4(1251)"
"10812388","971188","50","5002_4"
"10052388","931424","1200","prijs in 5002_2(1201)"
"10052388","931424","50","5002_2"
"10050897","932620","1201","prijs in 5002_4(0)"
"10050897","932620","50","5002_4"
"10982053","937305","100","5002_1"
"10959784","983961","50","5002_1"
"10436905","960412","50","5002_2"
"10611617","957222","50","5002_1"
"10409727","980195","200","5002_14"
"10054930","957819","1201","prijs in 5002_4(0)"
"10054930","957819","50","5002_4"
"11008016","978556","50","5002_1"
"11030220","928901","100","5002_9"
"10050897","956703","2325","prijs in 5002_4(1276)"
"10050897","956703","200","5002_4"
"11020756","952578","50","5002_8"
"10947006","973970","50","5002_3"
"10999032","988954","100","5002_7"
"10988595","982158","50","5002_3"
"10038041","982149","50","5002_3"
"10919307","937431","50","5002_1"
"10943541","961721","1200","prijs in 5002_2(1201)"
"10943541","961721","50","5002_2"
"10438820","986207","1201","prijs in 5002_4(0)"
"10438820","986207","50","5002_4"
"10052388","989002","50","5002_1"
"11003450","944792","50","5002_1"
"11006035","985378","50","5002_1"
"10964285","971318","50","5002_1"
"10984110","987691","200","5002_13"
"10436623","973492","50","5002_3"
"10965907","933953","150","5002_9"
"11047521","913562","1","manueel"
"11012596","916491","1","manueel"
"10438779","972430","1","manueel"
"10965907","943867","-674","manueel"
"10430956","933858","50","5003_19"
"10454455","989258","1201","prijs in 5003_17(0)"
"10454455","989258","50","5003_17"
"10405721","985323","50","5003_16"
"11025335","972156","50","5003_13"
"10950174","940165","50","5003_13"
"10434566","933657","1200","prijs in 5003_15(1201)"
"10434566","933657","50","5003_15"
"10436227","939604","75","5003_14"
"10053432","958752","1201","prijs in 5003_20(0)"
"10053432","958752","50","5003_20"
"10440276","950360","200","5003_18"
"11067960","985128","100","5003_13"
"10050897","977750","150","5003_12"
"10438759","991336","1201","prijs in 5003_17(0)"
"10438759","991336","50","5003_17"
"11066790","987139","401","prijs in 5003_17(800)"
"11066790","987139","50","5003_17"
"10475052","989332","50","5003_13"
"10209856","971063","200","5003_20"
"10954561","977226","50","5003_13"
"10019502","920007","50","5003_17"
"10405839","971182","2400","prijs in 5003_16(1201)"
"10405839","971182","50","5003_16"
"10052388","991281","50","5003_13"
"11022884","965485","50","5003_14"
"10437219","946600","50","5003_9"
"10433367","966920","75","5003_14"
"11084477","990430","150","5003_6"
"10078081","940198","75","5003_13"
"11084477","990431","100","5003_5"
"10400261","984727","1100","prijs in 5003_18(1301)"
"10400261","984727","50","5003_18"
"10968641","949041","50","5003_17"
"11025019","972271","75","5003_6"
"10979502","971875","2400","prijs in 5003_16(1201)"
"10979502","971875","75","5003_16"
"10430815","986963","50","5003_13"
"10937274","972192","100","5003_6"
"10094763","955278","150","5003_17"
"10080273","914996","2400","prijs in 5003_16(1201)"
"10080273","914996","50","5003_15"
"10080273","914996","150","5003_16"
"11024090","948949","100","5003_3"
"10460571","992208","50","5003_9"
"10041031","988477","50","5003_14"
"10050897","977739","75","5003_15"
"10405738","973336","1101","prijs in 5003_18(1300)"
"10405738","973336","50","5003_15"
"10405738","973336","50","5003_18"
"10432439","933013","75","5003_17"
"10460647","987098","150","5003_11"
"10402252","990449","1201","prijs in 5003_14(0)"
"10402252","990449","50","5003_14"
"10706472","932970","851","prijs in 5003_14(350)"
"10706472","932970","200","5003_14"
"10435099","980928","100","5003_12"
"10080264","939059","50","5003_17"
"11044711","976781","75","5003_4"
"10919292","952906","50","5003_13"
"10430820","971776","1201","prijs in 5003_18(0)"
"10430820","971776","50","5003_18"
"10429188","978972","50","5003_14"
"10403200","931181","150","5003_19"
"10611617","957222","50","5003_13"
"10969020","986326","150","5003_3"
"10052992","969674","50","5003_16"
"10050428","962653","100","5003_9"
"10436336","938751","1200","prijs in 5003_18(1201)"
"10436336","938751","75","5003_18"
"11030220","928901","50","5003_5"
"10475051","979037","50","5003_13"
"11012601","975070","200","5003_9"
"10035550","970337","150","5003_13"
"10975515","981718","201","prijs in 5003_14(1000)"
"10975515","981718","50","5003_13"
"10975515","981718","100","5003_14"
"10064621","984701","75","5003_9"
"10920904","963968","1001","prijs in 5003_18(1400)"
"10920904","963968","50","5003_18"
"10083625","934145","1201","prijs in 5003_18(0)"
"10083625","934145","50","5003_18"
"10403200","958356","200","5003_19"
"11002639","975402","2400","prijs in 5003_19(1201)"
"11002639","975402","100","5003_15"
"11002639","975402","75","5003_19"
"10432711","944791","1200","prijs in 5003_15(1201)"
"10432711","944791","50","5003_15"
"11081901","989970","75","5003_3"
"11050192","990704","50","5003_6"
"10460647","980968","75","5003_12"
"10948069","981796","50","5003_13"
"10050897","985848","50","5003_11"
"11066763","964950","75","5003_5"
"10969339","928266","50","5003_9"
"10986017","937977","50","5003_15"
"10077925","958836","1200","prijs in 5003_15(1201)"
"10077925","958836","50","5003_15"
"10969020","954868","150","5003_4"
"11028409","983841","1201","prijs in 5003_17(0)"
"11028409","983841","50","5003_17"
"10434849","938367","50","5003_14"
"10436905","940331","1200","prijs in 5003_15(1201)"
"10436905","940331","50","5003_15"
"10094763","917417","1001","prijs in 5003_17(200)"
"10094763","917417","50","5003_17"
"10959775","985342","851","prijs in 5003_17(350)"
"10959775","985342","50","5003_17"
"11007059","985235","200","5003_14"
"11005375","974191","50","5003_17"
"10401633","940216","200","5003_17"
"10067715","945145","50","5003_14"
"10454455","980415","1200","prijs in 5003_18(1201)"
"10454455","980415","50","5003_18"
"10942300","989051","50","5003_11"
"10460571","978190","2350","prijs in 5003_16(1251)"
"10460571","978190","50","5003_16"
"10050897","939090","2200","prijs in 5003_16(1401)"
"10050897","939090","50","5003_16"
"11020233","968245","150","5003_9"
"10453299","967681","1200","prijs in 5003_20(1201)"
"10453299","967681","50","5003_18"
"10453299","967681","75","5003_20"
"11006923","923683","50","5003_14"
"10935574","984666","776","prijs in 5003_17(425)"
"10935574","984666","50","5003_14"
"10935574","984666","50","5003_17"
"10940353","946538","50","5003_13"
"10050915","944396","100","5003_14"
"10434535","924959","50","5003_14"
"11028626","970732","200","5003_3"
"11028626","970732","50","5003_4"
"11025018","976005","200","5003_6"
"10929293","948955","50","5003_14"
"10401900","931364","976","prijs in 5003_19(2625)"
"10401900","931364","100","5003_19"
"10405019","973392","200","5003_15"
"10430820","960607","1200","prijs in 5003_18(1201)"
"10430820","960607","150","5003_18"
"10215990","985592","75","5003_11"
"11007153","977534","50","5003_9"
"10405839","986869","150","5003_14"
"10967064","947229","100","5003_20"
"10002590","961190","200","5003_13"
"10965907","980744","200","5003_4"
"10460595","929623","50","5003_14"
"11005375","976723","1026","prijs in 5003_20(1375)"
"11005375","976723","200","5003_12"
"11005375","976723","100","5003_18"
"11005375","976723","150","5003_20"
"10072314","968789","1150","prijs in 5003_19(2451)"
"10072314","968789","100","5003_16"
"10072314","968789","50","5003_19"
"10052388","931424","1150","prijs in 5003_16(2451)"
"10052388","931424","50","5003_16"
"10435099","985820","100","5003_11"
"10920331","978287","50","5003_9"
"10048536","949869","50","5003_14"
"10050897","932620","2350","prijs in 5003_16(1251)"
"10050897","932620","50","5003_16"
"11026606","978444","1201","prijs in 5003_14(0)"
"11026606","978444","50","5003_14"
"10079179","984147","50","5003_13"
"10436905","960412","150","5003_15"
"10401633","964005","1200","prijs in 5003_18(1201)"
"10401633","964005","50","5003_18"
"10212257","971127","150","5003_14"
"10983672","990112","100","5003_4"
"10983672","990112","150","5003_5"
"10440276","971140","1200","prijs in 5003_15(1201)"
"10440276","971140","50","5003_15"
"10061355","968953","1150","prijs in 5003_15(1251)"
"10061355","968953","50","5003_15"
"11001313","990374","50","5003_13"
"10940482","946850","100","5003_17"
"10984110","987691","200","5003_11"
"10965907","933953","200","5003_5"
"10405721","982097","2400","prijs in 5003_16(1201)"
"10405721","982097","200","5003_16"
"11015109","933409","1","manueel"
"11012596","957737","1","manueel"
"10078020","978972","1","manueel"
"10430820","933651","-1200","manueel"
"10439562","939561","1","manueel"
"10430820","935365","-1200","manueel"
"11005375","976723","1074","manueel"
"10453299","967681","1150","manueel"
"10053432","958752","2400","manueel"
"10405017","981532","50","5004_6"
"10098399","930105","1100","prijs in 5004_19(1301)"
"10098399","930105","50","5004_19"
"10052564","984578","2251","prijs in 5004_2(150)"
"10052564","984578","50","5004_2"
"10922706","963820","50","5004_18"
"10950174","940165","50","5004_17"
"10218056","925225","75","5004_15"
"10429183","938801","50","5004_18"
"10475052","963996","2400","prijs in 5004_3(1201)"
"10475052","963996","150","5004_3"
"10405017","953194","2400","prijs in 5004_3(1201)"
"10405017","953194","50","5004_3"
"11028239","973860","75","5004_11"
"10077925","982446","100","5004_2"
"10986937","961068","1201","prijs in 5004_20(0)"
"10986937","961068","50","5004_20"
"11028379","956556","1200","prijs in 5004_19(1201)"
"11028379","956556","50","5004_2"
"11028379","956556","50","5004_19"
"10433365","985544","50","5004_6"
"11087601","992083","1201","prijs in 5004_3(0)"
"11087601","992083","75","5004_3"
"11023054","972997","150","5004_8"
"10475052","989333","50","5004_17"
"10965907","964259","200","5004_9"
"10965907","964259","100","5004_10"
"10915888","947606","50","5004_1"
"10998418","966498","1201","prijs in 5004_12(0)"
"10998418","966498","200","5004_12"
"10405524","965086","50","5004_18"
"10998418","991657","50","5004_10"
"10409727","982497","3551","prijs in 5004_20(50)"
"10409727","982497","50","5004_6"
"10409727","982497","50","5004_20"
"11026656","978998","50","5004_6"
"10998418","990478","1201","prijs in 5004_11(0)"
"10998418","990478","50","5004_11"
"10944212","958175","50","5004_17"
"10436227","971541","50","5004_17"
"10434535","955691","1200","prijs in 5004_19(1201)"
"10434535","955691","50","5004_19"
"10440404","982421","3401","prijs in 5004_3(200)"
"10440404","982421","50","5004_3"
"10212257","981707","200","5004_6"
"11026091","976767","50","5004_11"
"10435099","986631","1201","prijs in 5004_1(0)"
"10435099","986631","50","5004_1"
"10430815","983686","100","5004_17"
"10216733","984995","2400","prijs in 5004_3(1201)"
"10216733","984995","50","5004_3"
"10050931","917918","1926","prijs in 5004_20(1675)"
"10050931","917918","50","5004_20"
"10434535","955692","1200","prijs in 5004_2(1201)"
"10434535","955692","75","5004_2"
"10437219","946600","50","5004_17"
"10432014","978729","50","5004_6"
"10433367","966920","75","5004_1"
"10011052","956748","1201","prijs in 5004_18(0)"
"10011052","956748","100","5004_18"
"11084477","990430","50","5004_10"
"10078081","940198","200","5004_17"
"11084477","990431","50","5004_10"
"10428564","966910","2400","prijs in 5004_3(1201)"
"10428564","966910","50","5004_3"
"10956548","982543","100","5004_9"
"10998419","952272","50","5004_10"
"10400261","984727","150","5004_2"
"11020220","958589","1201","prijs in 5004_18(0)"
"11020220","958589","50","5004_18"
"11020756","988261","50","5004_10"
"10918600","988784","50","5004_18"
"10930279","979215","75","5004_10"
"10977462","946866","1200","prijs in 5004_19(1201)"
"10977462","946866","150","5004_19"
"10954797","909235","100","5004_15"
"10050897","977739","100","5004_19"
"10405738","973336","1100","prijs in 5004_3(2501)"
"10405738","973336","50","5004_3"
"11031934","970986","50","5004_15"
"10945171","969784","200","5004_16"
"10437495","954945","50","5004_18"
"10405019","991247","50","5004_17"
"10428561","957522","150","5004_20"
"10423634","910949","50","5004_18"
"10008489","928415","75","5004_17"
"10986639","972846","200","5004_15"
"10986639","972846","50","5004_16"
"10965907","943867","150","5004_9"
"11035879","957924","50","5004_11"
"11012596","957737","50","5004_15"
"10408165","949934","150","5004_18"
"10437219","951732","50","5004_1"
"10430820","971776","2350","prijs in 5004_20(1251)"
"10430820","971776","50","5004_20"
"10436092","980194","75","5004_6"
"10054930","957819","2350","prijs in 5004_20(1251)"
"10054930","957819","50","5004_20"
"10980810","953786","75","5004_12"
"10061647","984371","50","5004_18"
"10943541","961721","50","5004_19"
"10054167","939808","1150","prijs in 5004_2(1251)"
"10054167","939808","50","5004_2"
"10402829","971042","2350","prijs in 5004_20(1251)"
"10402829","971042","50","5004_20"
"10951591","991267","50","5004_15"
"10475052","965141","2400","prijs in 5004_3(1201)"
"10475052","965141","200","5004_3"
"10920904","963968","50","5004_2"
"10042588","950514","1151","prijs in 5004_19(1250)"
"10042588","950514","50","5004_18"
"10042588","950514","50","5004_19"
"10098399","921763","1150","prijs in 5004_19(1251)"
"10098399","921763","50","5004_19"
"10054930","939775","75","5004_20"
"10434571","976842","1201","prijs in 5004_19(0)"
"10434571","976842","50","5004_19"
"11032521","986080","50","5004_15"
"10428561","975436","50","5004_20"
"10948069","981796","75","5004_16"
"10011052","978723","1201","prijs in 5004_18(0)"
"10011052","978723","75","5004_18"
"10922145","973030","200","5004_8"
"10421088","935667","1201","prijs in 5004_18(0)"
"10421088","935667","200","5004_18"
"10064777","968491","50","5004_17"
"10084015","954238","1150","prijs in 5004_19(1251)"
"10084015","954238","50","5004_19"
"11022511","920786","201","prijs in 5004_19(2200)"
"11022511","920786","50","5004_19"
"11033508","955898","50","5004_9"
"10959775","985342","50","5004_16"
"10460531","975246","1200","prijs in 5004_2(1201)"
"10460531","975246","50","5004_2"
"10974778","990237","75","5004_8"
"10421088","921121","50","5004_18"
